PID,FID
20583,119
20584,364
20585,203
20586,67
20587,257
20588,209
20589,374
20590,81
20591,60
20592,138
20593,43
20594,2
20595,33
20596,395
20597,277
20598,184
20599,128
20600,28
20601,102
20602,361
20603,403
20604,266
20605,239
20606,64
20607,43
20608,398
20609,268
20610,307
20611,277
20612,73
20613,225
20614,64
20615,110
20616,252
20617,211
20618,44
20619,394
20620,71
20621,302
20622,253
20623,260
20624,142
20625,34
20626,17
20627,124
20628,395
20629,370
20630,187
20631,210
20632,130
20633,53
20634,301
20635,353
20636,227
20637,264
20638,6
20639,13
20640,104
20641,29
20642,65
20643,14
20644,127
20645,91
20646,49
20647,104
20648,57
20649,203
20650,152
20651,254
20652,303
20653,59
20654,151
20655,55
20656,40
20657,241
20658,88
20659,30
20660,83
20661,50
20662,129
20663,132
20664,384
20665,362
20666,22
20667,123
20668,10
20669,197
20670,159
20671,387
20672,358
20673,247
20674,155
20675,286
20676,121
20677,319
20678,85
20679,302
20680,278
20681,197
20682,107
20683,74
20684,159
20685,204
20686,323
20687,337
20688,360
20689,281
20690,279
20691,98
20692,23
20693,295
20694,181
20695,229
20696,394
20697,94
20698,343
20699,76
20700,213
20701,392
20702,318
20703,341
20704,7
20705,260
20706,65
20707,241
20708,382
20709,198
20710,168
20711,26
20712,44
20713,317
20714,380
20715,49
20716,256
20717,64
20718,289
20719,124
20720,124
20721,224
20722,277
20723,377
20724,180
20725,226
20726,331
20727,260
20728,156
20729,134
20730,195
20731,64
20732,268
20733,222
20734,335
20735,213
20736,338
20737,356
20738,58
20739,241
20740,304
20741,63
20742,202
20743,107
20744,371
20745,298
20746,175
20747,139
20748,230
20749,35
20750,349
20751,167
20752,150
20753,195
20754,281
20755,372
20756,18
20757,340
20758,222
20759,218
20760,184
20761,37
20762,84
20763,289
20764,395
20765,329
20766,312
20767,130
20768,198
20769,405
20770,143
20771,272
20772,85
20773,394
20774,238
20775,32
20776,173
20777,60
20778,57
20779,213
20780,307
20781,141
20782,144
20783,332
20784,350
20785,258
20786,19
20787,26
20788,225
20789,387
20790,122
20791,389
20792,409
20793,244
20794,106
20795,270
20796,67
20797,56
20798,82
20799,157
20800,297
20801,29
20802,263
20803,347
20804,376
20805,257
20806,103
20807,31
20808,255
20809,39
20810,332
20811,159
20812,4
20813,146
20814,374
20815,168
20816,25
20817,123
20818,96
20819,287
20820,266
20821,22
20822,59
20823,180
20824,159
20825,175
20826,137
20827,79
20828,146
20829,215
20830,20
20831,96
20832,61
20833,273
20834,134
20835,29
20836,156
20837,108
20838,98
20839,81
20840,217
20841,194
20842,42
20843,183
20844,411
20845,174
20846,159
20847,250
20848,69
20849,349
20850,304
20851,346
20852,38
20853,129
20854,362
20855,76
20856,307
20857,145
20858,128
20859,323
20860,69
20861,93
20862,38
20863,287
20864,127
20865,141
20866,20
20867,348
20868,338
20869,184
20870,19
20871,82
20872,100
20873,116
20874,172
20875,394
20876,64
20877,119
20878,304
20879,96
20880,71
20881,157
20882,158
20883,265
20884,26
20885,1
20886,260
20887,356
20888,248
20889,188
20890,218
20891,21
20892,305
20893,75
20894,134
20895,344
20896,382
20897,211
20898,394
20899,77
20900,108
20901,371
20902,285
20903,67
20904,25
20905,345
20906,233
20907,106
20908,301
20909,382
20910,134
20911,392
20912,278
20913,22
20914,344
20915,85
20916,84
20917,269
20918,206
20919,30
20920,23
20921,159
20922,52
20923,152
20924,99
20925,263
20926,57
20927,127
20928,64
20929,230
20930,156
20931,189
20932,173
20933,49
20934,345
20935,150
20936,388
20937,25
20938,10
20939,399
20940,390
20941,355
20942,226
20943,185
20944,87
20945,161
20946,39
20947,349
20948,220
20949,184
20950,81
20951,290
20952,87
20953,129
20954,84
20955,65
20956,188
20957,300
20958,79
20959,223
20960,81
20961,74
20962,225
20963,80
20964,244
20965,298
20966,115
20967,346
20968,135
20969,323
20970,97
20971,255
20972,64
20973,36
20974,160
20975,146
20976,347
20977,130
20978,49
20979,213
20980,324
20981,32
20982,9
20983,278
20984,91
20985,210
20986,277
20987,21
20988,38
20989,139
20990,135
20991,341
20992,141
20993,71
20994,372
20995,339
20996,135
20997,358
20998,110
20999,214
21000,356
21001,50
21002,15
21003,20
21004,267
21005,241
21006,35
21007,324
21008,7
21009,123
21010,54
21011,365
21012,315
21013,339
21014,238
21015,200
21016,125
21017,198
21018,89
21019,354
21020,241
21021,390
21022,390
21023,383
21024,129
21025,101
21026,348
21027,73
21028,241
21029,247
21030,239
21031,305
21032,223
21033,150
21034,272
21035,10
21036,11
21037,350
21038,215
21039,95
21040,70
21041,18
21042,22
21043,142
21044,310
21045,225
21046,22
21047,156
21048,188
21049,354
21050,274
21051,137
21052,131
21053,143
21054,142
21055,191
21056,72
21057,14
21058,394
21059,243
21060,414
21061,245
21062,152
21063,267
21064,124
21065,135
21066,222
21067,121
21068,140
21069,0
21070,108
21071,128
21072,243
21073,58
21074,282
21075,224
21076,394
21077,98
21078,55
21079,292
21080,361
21081,130
21082,37
21083,97
21084,416
21085,172
21086,39
21087,276
21088,148
21089,381
21090,247
21091,30
21092,77
21093,385
21094,324
21095,16
21096,298
21097,16
21098,149
21099,197
21100,355
21101,265
21102,46
21103,235
21104,384
21105,376
21106,402
21107,108
21108,337
21109,218
21110,236
21111,139
21112,267
21113,289
21114,93
21115,70
21116,200
21117,102
21118,319
21119,299
21120,294
21121,397
21122,184
21123,212
21124,206
21125,33
21126,103
21127,255
21128,48
21129,305
21130,76
21131,123
21132,143
21133,335
21134,82
21135,385
21136,272
21137,38
21138,23
21139,44
21140,46
21141,356
21142,249
21143,288
21144,82
21145,365
21146,395
21147,297
21148,219
21149,292
21150,224
21151,112
21152,356
21153,231
21154,124
21155,293
21156,68
21157,218
21158,206
21159,138
21160,328
21161,165
21162,91
21163,405
21164,376
21165,153
21166,121
21167,68
21168,148
21169,125
21170,304
21171,1
21172,184
21173,376
21174,121
21175,108
21176,255
21177,260
21178,43
21179,93
21180,186
21181,155
21182,335
21183,259
21184,372
21185,186
21186,282
21187,209
21188,47
21189,400
21190,88
21191,232
21192,208
21193,219
21194,123
21195,186
21196,172
21197,159
21198,16
21199,89
21200,205
21201,149
21202,151
21203,40
21204,196
21205,186
21206,28
21207,20
21208,184
21209,14
21210,156
21211,395
21212,381
21213,351
21214,35
21215,74
21216,131
21217,310
21218,295
21219,144
21220,17
21221,277
21222,17
21223,191
21224,13
21225,210
21226,91
21227,232
21228,102
21229,85
21230,142
21231,85
21232,175
21233,106
21234,161
21235,331
21236,378
21237,226
21238,410
21239,4
21240,4
21241,72
21242,42
21243,142
21244,132
21245,368
21246,24
21247,48
21248,213
21249,120
21250,393
21251,281
21252,323
21253,199
21254,199
21255,87
21256,51
21257,41
21258,217
21259,360
21260,13
21261,415
21262,121
21263,339
21264,214
21265,92
21266,280
21267,37
21268,371
21269,46
21270,265
21271,47
21272,129
21273,252
21274,120
21275,388
21276,61
21277,136
21278,63
21279,332
21280,155
21281,412
21282,43
21283,353
21284,17
21285,359
21286,146
21287,282
21288,355
21289,1
21290,317
21291,148
21292,57
21293,355
21294,27
21295,202
21296,207
21297,77
21298,183
21299,373
21300,286
21301,218
21302,47
21303,71
21304,26
21305,124
21306,101
21307,150
21308,290
21309,377
21310,175
21311,368
21312,110
21313,229
21314,261
21315,92
21316,9
21317,41
21318,218
21319,69
21320,217
21321,35
21322,407
21323,374
21324,344
21325,34
21326,4
21327,262
21328,13
21329,11
21330,250
21331,178
21332,312
21333,126
21334,145
21335,248
21336,382
21337,245
21338,332
21339,101
21340,184
21341,248
21342,8
21343,110
21344,339
21345,332
21346,113
21347,274
21348,325
21349,212
21350,76
21351,189
21352,60
21353,142
21354,266
21355,14
21356,296
21357,114
21358,320
21359,68
21360,378
21361,94
21362,372
21363,139
21364,31
21365,287
21366,375
21367,413
21368,362
21369,148
21370,355
21371,226
21372,250
21373,347
21374,247
21375,136
21376,180
21377,306
21378,55
21379,274
21380,89
21381,22
21382,339
21383,16
21384,10
21385,25
21386,233
21387,243
21388,0
21389,13
21390,229
21391,128
21392,246
21393,23
21394,233
21395,70
21396,43
21397,41
21398,349
21399,116
21400,113
21401,88
21402,225
21403,317
21404,45
21405,127
21406,109
21407,341
21408,3
21409,181
21410,173
21411,167
21412,94
21413,164
21414,330
21415,78
21416,86
21417,309
21418,129
21419,305
21420,305
21421,9
21422,202
21423,19
21424,229
21425,183
21426,110
21427,30
21428,339
21429,164
21430,252
21431,287
21432,144
21433,124
21434,138
21435,49
21436,369
21437,277
21438,348
21439,269
21440,349
21441,186
21442,209
21443,82
21444,21
21445,376
21446,204
21447,163
21448,64
21449,271
21450,363
21451,362
21452,5
21453,377
21454,178
21455,54
21456,183
21457,263
21458,336
21459,146
21460,321
21461,410
21462,106
21463,257
21464,309
21465,128
21466,38
21467,280
21468,297
21469,37
21470,2
21471,278
21472,202
21473,203
21474,267
21475,253
21476,369
21477,55
21478,110
21479,263
21480,64
21481,13
21482,249
21483,236
21484,389
21485,215
21486,126
21487,129
21488,213
21489,391
21490,267
21491,130
21492,93
21493,104
21494,257
21495,411
21496,197
21497,126
21498,266
21499,402
21500,396
21501,24
21502,129
21503,72
21504,393
21505,397
21506,17
21507,105
21508,52
21509,226
21510,127
21511,79
21512,298
21513,14
21514,366
21515,108
21516,275
21517,241
21518,137
21519,102
21520,136
21521,4
21522,310
21523,229
21524,117
21525,108
21526,23
21527,372
21528,25
21529,193
21530,380
21531,257
21532,263
21533,206
21534,6
21535,324
21536,34
21537,101
21538,151
21539,102
21540,13
21541,391
21542,121
21543,45
21544,344
21545,253
21546,93
21547,231
21548,95
21549,143
21550,37
21551,342
21552,275
21553,416
21554,411
21555,142
21556,55
21557,364
21558,79
21559,244
21560,199
21561,341
21562,73
21563,231
21564,257
21565,213
21566,69
21567,218
21568,364
21569,387
21570,317
21571,38
21572,70
21573,78
21574,135
21575,196
21576,376
21577,390
21578,382
21579,316
21580,85
21581,4
21582,150
21583,116
21584,211
21585,215
21586,81
21587,122
21588,122
21589,368
21590,112
21591,269
21592,26
21593,35
21594,205
21595,185
21596,127
21597,392
21598,253
21599,16
21600,293
21601,129
21602,346
21603,88
21604,36
21605,112
21606,145
21607,154
21608,150
21609,189
21610,70
21611,95
21612,141
21613,79
21614,264
21615,225
21616,83
21617,86
21618,25
21619,66
21620,382
21621,51
21622,226
21623,110
21624,63
21625,64
21626,142
21627,361
21628,137
21629,298
21630,290
21631,127
21632,296
21633,384
21634,288
21635,335
21636,336
21637,262
21638,123
21639,257
21640,85
21641,206
21642,367
21643,22
21644,80
21645,214
21646,325
21647,387
21648,408
21649,399
21650,96
21651,97
21652,276
21653,38
21654,280
21655,159
21656,20
21657,33
21658,42
21659,224
21660,266
21661,46
21662,409
21663,138
21664,15
21665,40
21666,49
21667,2
21668,231
21669,52
21670,48
21671,369
21672,245
21673,183
21674,407
21675,71
21676,385
21677,335
21678,75
21679,315
21680,204
21681,176
21682,6
21683,53
21684,27
21685,281
21686,405
21687,276
21688,331
21689,382
21690,350
21691,346
21692,260
21693,387
21694,314
21695,327
21696,269
21697,58
21698,200
21699,121
21700,108
21701,152
21702,57
21703,247
21704,253
21705,357
21706,148
21707,288
21708,98
21709,399
21710,349
21711,322
21712,58
21713,68
21714,303
21715,348
21716,396
21717,253
21718,259
21719,119
21720,376
21721,392
21722,264
21723,200
21724,38
21725,34
21726,196
21727,51
21728,293
21729,65
21730,413
21731,32
21732,295
21733,179
21734,5
21735,188
21736,228
21737,184
21738,116
21739,70
21740,390
21741,57
21742,394
21743,280
21744,354
21745,95
21746,193
21747,411
21748,351
21749,68
21750,374
21751,4
21752,218
21753,264
21754,310
21755,274
21756,329
21757,144
21758,26
21759,19
21760,62
21761,308
21762,107
21763,106
21764,18
21765,410
21766,195
21767,204
21768,235
21769,234
21770,242
21771,169
21772,389
21773,108
21774,281
21775,65
21776,322
21777,209
21778,5
21779,398
21780,92
21781,98
21782,213
21783,138
21784,172
21785,81
21786,153
21787,47
21788,228
21789,3
21790,138
21791,128
21792,141
21793,16
21794,71
21795,188
21796,16
21797,62
21798,219
21799,82
21800,44
21801,413
21802,352
21803,114
21804,102
21805,200
21806,247
21807,148
21808,49
21809,204
21810,141
21811,61
21812,127
21813,250
21814,268
21815,375
21816,149
21817,229
21818,189
21819,333
21820,108
21821,38
21822,245
21823,34
21824,331
21825,17
21826,36
21827,119
21828,67
21829,128
21830,271
21831,238
21832,372
21833,82
21834,161
21835,310
21836,137
21837,220
21838,150
21839,243
21840,275
21841,1
21842,189
21843,176
21844,108
21845,247
21846,289
21847,268
21848,162
21849,401
21850,5
21851,257
21852,78
21853,404
21854,148
21855,394
21856,156
21857,125
21858,125
21859,110
21860,295
21861,32
21862,192
21863,21
21864,27
21865,163
21866,149
21867,99
21868,108
21869,100
21870,32
21871,413
21872,97
21873,98
21874,40
21875,74
21876,16
21877,82
21878,329
21879,11
21880,31
21881,154
21882,359
21883,11
21884,0
21885,114
21886,289
21887,153
21888,222
21889,119
21890,238
21891,309
21892,31
21893,76
21894,89
21895,236
21896,300
21897,303
21898,11
21899,163
21900,287
21901,24
21902,339
21903,350
21904,351
21905,241
21906,390
21907,319
21908,200
21909,374
21910,349
21911,298
21912,303
21913,149
21914,215
21915,82
21916,226
21917,293
21918,67
21919,8
21920,162
21921,292
21922,67
21923,282
21924,15
21925,83
21926,385
21927,239
21928,150
21929,141
21930,305
21931,277
21932,381
21933,182
21934,179
21935,35
21936,349
21937,208
21938,263
21939,271
21940,181
21941,159
21942,240
21943,84
21944,16
21945,129
21946,89
21947,268
21948,383
21949,150
21950,103
21951,245
21952,33
21953,280
21954,113
21955,14
21956,359
21957,245
21958,5
21959,60
21960,392
21961,28
21962,180
21963,14
21964,106
21965,395
21966,96
21967,5
21968,147
21969,274
21970,135
21971,369
21972,53
21973,289
21974,120
21975,119
21976,68
21977,370
21978,93
21979,206
21980,153
21981,116
21982,230
21983,106
21984,396
21985,204
21986,78
21987,157
21988,152
21989,202
21990,353
21991,51
21992,91
21993,367
21994,142
21995,122
21996,63
21997,88
21998,137
21999,205
22000,95
22001,14
22002,15
22003,360
22004,261
22005,389
22006,353
22007,133
22008,275
22009,57
22010,237
22011,245
22012,115
22013,243
22014,265
22015,307
22016,307
22017,187
22018,67
22019,96
22020,58
22021,297
22022,137
22023,369
22024,369
22025,133
22026,91
22027,213
22028,108
22029,75
22030,106
22031,7
22032,52
22033,44
22034,66
22035,88
22036,251
22037,44
22038,370
22039,182
22040,156
22041,117
22042,65
22043,415
22044,87
22045,68
22046,38
22047,169
22048,270
22049,388
22050,182
22051,376
22052,319
22053,335
22054,115
22055,345
22056,3
22057,192
22058,168
22059,379
22060,252
22061,85
22062,40
22063,169
22064,14
22065,57
22066,207
22067,304
22068,108
22069,146
22070,225
22071,295
22072,349
22073,358
22074,124
22075,152
22076,362
22077,82
22078,414
22079,168
22080,298
22081,281
22082,412
22083,156
22084,137
22085,8
22086,209
22087,361
22088,180
22089,334
22090,110
22091,11
22092,400
22093,150
22094,297
22095,102
22096,170
22097,39
22098,184
22099,52
22100,229
22101,239
22102,288
22103,45
22104,61
22105,348
22106,246
22107,88
22108,87
22109,30
22110,102
22111,35
22112,12
22113,255
22114,234
22115,51
22116,48
22117,280
22118,390
22119,268
22120,225
22121,161
22122,347
22123,157
22124,370
22125,38
22126,39
22127,12
22128,218
22129,392
22130,233
22131,168
22132,19
22133,211
22134,159
22135,407
22136,156
22137,146
22138,62
22139,332
22140,173
22141,336
22142,36
22143,411
22144,315
22145,249
22146,65
22147,303
22148,217
22149,149
22150,152
22151,8
22152,127
22153,311
22154,159
22155,178
22156,114
22157,373
22158,20
22159,176
22160,97
22161,128
22162,347
22163,49
22164,375
22165,221
22166,59
22167,28
22168,46
22169,304
22170,229
22171,32
22172,374
22173,28
22174,23
22175,61
22176,61
22177,85
22178,175
22179,156
22180,145
22181,217
22182,380
22183,50
22184,349
22185,346
22186,366
22187,173
22188,128
22189,127
22190,87
22191,71
22192,28
22193,89
22194,223
22195,368
22196,79
22197,281
22198,334
22199,1
22200,192
22201,88
22202,69
22203,223
22204,357
22205,384
22206,244
22207,209
22208,321
22209,277
22210,396
22211,36
22212,251
22213,41
22214,391
22215,241
22216,38
22217,190
22218,222
22219,117
22220,349
22221,293
22222,265
22223,239
22224,385
22225,15
22226,58
22227,68
22228,366
22229,297
22230,4
22231,111
22232,45
22233,166
22234,43
22235,121
22236,8
22237,108
22238,84
22239,25
22240,285
22241,123
22242,213
22243,41
22244,109
22245,168
22246,144
22247,288
22248,342
22249,305
22250,79
22251,159
22252,156
22253,86
22254,191
22255,44
22256,128
22257,285
22258,221
22259,253
22260,97
22261,310
22262,104
22263,154
22264,109
22265,231
22266,188
22267,392
22268,5
22269,195
22270,29
22271,223
22272,67
22273,121
22274,213
22275,148
22276,184
22277,218
22278,85
22279,129
22280,51
22281,62
22282,368
22283,161
22284,349
22285,326
22286,103
22287,195
22288,230
22289,84
22290,222
22291,58
22292,265
22293,233
22294,252
22295,138
22296,243
22297,325
22298,311
22299,409
22300,414
22301,12
22302,140
22303,249
22304,292
22305,354
22306,168
22307,61
22308,152
22309,118
22310,163
22311,132
22312,24
22313,272
22314,107
22315,4
22316,206
22317,97
22318,0
22319,197
22320,157
22321,206
22322,139
22323,219
22324,333
22325,170
22326,210
22327,77
22328,18
22329,302
22330,91
22331,92
22332,153
22333,283
22334,131
22335,337
22336,101
22337,299
22338,34
22339,108
22340,297
22341,294
22342,362
22343,249
22344,250
22345,221
22346,206
22347,91
22348,57
22349,410
22350,153
22351,147
22352,51
22353,119
22354,207
22355,324
22356,132
22357,269
22358,89
22359,53
22360,12
22361,104
22362,249
22363,363
22364,212
22365,369
22366,41
22367,88
22368,368
22369,62
22370,13
22371,396
22372,221
22373,21
22374,114
22375,77
22376,202
22377,243
22378,1
22379,270
22380,5
22381,262
22382,361
22383,343
22384,400
22385,184
22386,77
22387,267
22388,351
22389,38
22390,103
22391,129
22392,80
22393,119
22394,55
22395,94
22396,135
22397,356
22398,323
22399,68
22400,120
22401,208
22402,147
22403,4
22404,77
22405,250
22406,28
22407,159
22408,317
22409,337
22410,194
22411,29
22412,34
22413,102
22414,309
22415,283
22416,308
22417,172
22418,268
22419,18
22420,324
22421,387
22422,13
22423,23
22424,409
22425,94
22426,215
22427,320
22428,367
22429,125
22430,306
22431,203
22432,127
22433,105
22434,30
22435,71
22436,195
22437,211
22438,99
22439,61
22440,258
22441,14
22442,97
22443,354
22444,15
22445,24
22446,363
22447,3
22448,16
22449,149
22450,13
22451,403
22452,353
22453,399
22454,212
22455,132
22456,140
22457,43
22458,62
22459,135
22460,286
22461,114
22462,43
22463,322
22464,34
22465,283
22466,238
22467,109
22468,349
22469,338
22470,217
22471,166
22472,31
22473,358
22474,263
22475,190
22476,11
22477,42
22478,11
22479,119
22480,57
22481,57
22482,5
22483,155
22484,74
22485,116
22486,122
22487,118
22488,232
22489,331
22490,7
22491,272
22492,269
22493,46
22494,85
22495,1
22496,41
22497,263
22498,118
22499,354
22500,124
22501,34
22502,196
22503,103
22504,379
22505,75
22506,1
22507,147
22508,361
22509,159
22510,37
22511,92
22512,13
22513,75
22514,334
22515,385
22516,89
22517,26
22518,390
22519,352
22520,323
22521,88
22522,395
22523,75
22524,97
22525,188
22526,380
22527,411
22528,194
22529,78
22530,106
22531,102
22532,183
22533,156
22534,148
22535,112
22536,181
22537,296
22538,37
22539,284
22540,98
22541,320
22542,249
22543,230
22544,288
22545,222
22546,19
22547,155
22548,263
22549,41
22550,293
22551,152
22552,180
22553,245
22554,124
22555,127
22556,197
22557,363
22558,381
22559,244
22560,91
22561,203
22562,31
22563,375
22564,127
22565,47
22566,310
22567,266
22568,300
22569,67
22570,335
22571,390
22572,38
22573,401
22574,99
22575,333
22576,8
22577,14
22578,156
22579,195
22580,77
22581,103
22582,113
22583,102
22584,148
22585,144
22586,55
22587,369
22588,123
22589,301
22590,111
22591,57
22592,73
22593,336
22594,32
22595,65
22596,43
22597,385
22598,324
22599,202
22600,152
22601,115
22602,403
22603,8
22604,324
22605,256
22606,295
22607,88
22608,139
22609,360
22610,144
22611,111
22612,118
22613,73
22614,29
22615,28
22616,394
22617,331
22618,298
22619,146
22620,174
22621,26
22622,210
22623,80
22624,9
22625,238
22626,196
22627,369
22628,278
22629,131
22630,162
22631,127
22632,119
22633,25
22634,157
22635,236
22636,409
22637,111
22638,178
22639,350
22640,8
22641,103
22642,6
22643,238
22644,245
22645,25
22646,347
22647,198
22648,45
22649,287
22650,8
22651,244
22652,248
22653,107
22654,49
22655,85
22656,53
22657,374
22658,22
22659,35
22660,11
22661,143
22662,328
22663,129
22664,113
22665,85
22666,226
22667,11
22668,332
22669,244
22670,337
22671,168
22672,30
22673,109
22674,98
22675,319
22676,248
22677,220
22678,382
22679,281
22680,245
22681,13
22682,171
22683,308
22684,31
22685,338
22686,351
22687,155
22688,312
22689,354
22690,321
22691,133
22692,237
22693,130
22694,14
22695,359
22696,38
22697,413
22698,399
22699,323
22700,136
22701,206
22702,3
22703,217
22704,125
22705,182
22706,24
22707,397
22708,108
22709,143
22710,98
22711,314
22712,365
22713,0
22714,19
22715,323
22716,52
22717,215
22718,109
22719,286
22720,216
22721,135
22722,92
22723,103
22724,380
22725,86
22726,174
22727,7
22728,403
22729,35
22730,83
22731,178
22732,16
22733,152
22734,324
22735,121
22736,266
22737,342
22738,130
22739,38
22740,320
22741,233
22742,392
22743,103
22744,416
22745,198
22746,376
22747,205
22748,107
22749,44
22750,300
22751,362
22752,114
22753,389
22754,131
22755,327
22756,256
22757,220
22758,242
22759,356
22760,55
22761,82
22762,242
22763,112
22764,203
22765,92
22766,149
22767,355
22768,79
22769,315
22770,81
22771,126
22772,18
22773,195
22774,289
22775,12
22776,303
22777,92
22778,12
22779,20
22780,136
22781,10
22782,126
22783,75
22784,320
22785,24
22786,389
22787,339
22788,307
22789,24
22790,94
22791,92
22792,1
22793,107
22794,45
22795,19
22796,120
22797,131
22798,305
22799,161
22800,353
22801,216
22802,244
22803,128
22804,66
22805,73
22806,98
22807,268
22808,19
22809,56
22810,67
22811,224
22812,136
22813,83
22814,184
22815,372
22816,300
22817,100
22818,235
22819,210
22820,5
22821,241
22822,369
22823,120
22824,366
22825,39
22826,7
22827,374
22828,156
22829,126
22830,222
22831,367
22832,53
22833,53
22834,210
22835,127
22836,27
22837,61
22838,155
22839,390
22840,158
22841,106
22842,63
22843,61
22844,64
22845,174
22846,413
22847,82
22848,13
22849,56
22850,335
22851,311
22852,401
22853,276
22854,183
22855,81
22856,38
22857,335
22858,324
22859,315
22860,206
22861,311
22862,225
22863,200
22864,79
22865,127
22866,378
22867,27
22868,103
22869,323
22870,210
22871,250
22872,258
22873,61
22874,75
22875,128
22876,138
22877,26
22878,164
22879,225
22880,28
22881,88
22882,156
22883,50
22884,65
22885,188
22886,345
22887,151
22888,82
22889,32
22890,263
22891,34
22892,15
22893,280
22894,238
22895,39
22896,136
22897,24
22898,53
22899,357
22900,377
22901,297
22902,374
22903,303
22904,61
22905,248
22906,368
22907,282
22908,336
22909,402
22910,132
22911,18
22912,53
22913,11
22914,27
22915,277
22916,243
22917,171
22918,159
22919,416
22920,16
22921,119
22922,148
22923,134
22924,213
22925,73
22926,125
22927,82
22928,96
22929,243
22930,371
22931,219
22932,144
22933,80
22934,135
22935,217
22936,172
22937,323
22938,186
22939,204
22940,285
22941,250
22942,132
22943,106
22944,106
22945,19
22946,303
22947,20
22948,63
22949,360
22950,159
22951,116
22952,157
22953,133
22954,239
22955,132
22956,173
22957,5
22958,70
22959,334
22960,35
22961,262
22962,115
22963,223
22964,256
22965,266
22966,211
22967,275
22968,236
22969,253
22970,260
22971,304
22972,90
22973,65
22974,110
22975,18
22976,366
22977,48
22978,332
22979,280
22980,184
22981,152
22982,241
22983,367
22984,357
22985,291
22986,41
22987,364
22988,30
22989,265
22990,271
22991,2
22992,323
22993,271
22994,333
22995,144
22996,83
22997,291
22998,32
22999,284
23000,186
23001,158
23002,39
23003,251
23004,311
23005,120
23006,363
23007,239
23008,232
23009,9
23010,179
23011,89
23012,382
23013,34
23014,231
23015,227
23016,318
23017,291
23018,402
23019,287
23020,403
23021,134
23022,355
23023,262
23024,104
23025,190
23026,101
23027,416
23028,244
23029,165
23030,80
23031,146
23032,142
23033,150
23034,55
23035,415
23036,7
23037,4
23038,223
23039,61
23040,157
23041,278
23042,317
23043,293
23044,192
23045,127
23046,65
23047,276
23048,130
23049,82
23050,52
23051,344
23052,151
23053,368
23054,23
23055,15
23056,310
23057,22
23058,272
23059,31
23060,74
23061,116
23062,267
23063,53
23064,323
23065,363
23066,2
23067,10
23068,351
23069,217
23070,2
23071,265
23072,323
23073,19
23074,250
23075,122
23076,177
23077,18
23078,363
23079,158
23080,54
23081,220
23082,81
23083,173
23084,127
23085,412
23086,265
23087,127
23088,178
23089,184
23090,362
23091,63
23092,16
23093,287
23094,329
23095,98
23096,325
23097,51
23098,121
23099,298
23100,100
23101,115
23102,202
23103,364
23104,222
23105,112
23106,288
23107,2
23108,257
23109,161
23110,74
23111,68
23112,19
23113,324
23114,99
23115,392
23116,146
23117,108
23118,39
23119,235
23120,246
23121,347
23122,105
23123,230
23124,323
23125,383
23126,248
23127,215
23128,147
23129,170
23130,229
23131,4
23132,79
23133,46
23134,386
23135,177
23136,380
23137,82
23138,29
23139,177
23140,182
23141,86
23142,0
23143,384
23144,83
23145,354
23146,148
23147,82
23148,47
23149,79
23150,303
23151,327
23152,358
23153,96
23154,42
23155,272
23156,224
23157,349
23158,300
23159,368
23160,153
23161,222
23162,218
23163,112
23164,50
23165,284
23166,155
23167,5
23168,311
23169,120
23170,373
23171,385
23172,275
23173,16
23174,71
23175,50
23176,374
23177,330
23178,55
23179,151
23180,337
23181,119
23182,151
23183,153
23184,314
23185,71
23186,125
23187,416
23188,53
23189,213
23190,291
23191,194
23192,163
23193,201
23194,270
23195,347
23196,184
23197,192
23198,378
23199,232
23200,319
23201,138
23202,29
23203,44
23204,250
23205,311
23206,397
23207,132
23208,17
23209,278
23210,114
23211,198
23212,93
23213,112
23214,147
23215,8
23216,92
23217,268
23218,309
23219,222
23220,112
23221,398
23222,395
23223,75
23224,276
23225,337
23226,205
23227,128
23228,103
23229,184
23230,87
23231,310
23232,351
23233,169
23234,202
23235,147
23236,314
23237,288
23238,380
23239,248
23240,245
23241,55
23242,61
23243,97
23244,10
23245,322
23246,92
23247,59
23248,10
23249,47
23250,390
23251,243
23252,400
23253,231
23254,239
23255,121
23256,179
23257,240
23258,292
23259,267
23260,119
23261,136
23262,147
23263,175
23264,372
23265,57
23266,205
23267,167
23268,136
23269,83
23270,192
23271,247
23272,29
23273,324
23274,349
23275,138
23276,44
23277,311
23278,242
23279,44
23280,179
23281,412
23282,399
23283,394
23284,13
23285,138
23286,32
23287,200
23288,329
23289,14
23290,44
23291,156
23292,396
23293,250
23294,155
23295,336
23296,247
23297,8
23298,43
23299,102
23300,325
23301,86
23302,162
23303,54
23304,227
23305,51
23306,159
23307,159
23308,41
23309,364
23310,216
23311,15
23312,140
23313,248
23314,114
23315,213
23316,63
23317,38
23318,300
23319,48
23320,206
23321,285
23322,267
23323,67
23324,96
23325,207
23326,197
23327,405
23328,69
23329,403
23330,148
23331,2
23332,217
23333,122
23334,63
23335,130
23336,81
23337,384
23338,298
23339,39
23340,321
23341,203
23342,250
23343,262
23344,69
23345,200
23346,354
23347,407
23348,115
23349,145
23350,129
23351,280
23352,150
23353,359
23354,102
23355,360
23356,250
23357,257
23358,413
23359,227
23360,47
23361,316
23362,50
23363,30
23364,378
23365,172
23366,244
23367,82
23368,336
23369,151
23370,72
23371,216
23372,293
23373,91
23374,350
23375,62
23376,84
23377,147
23378,75
23379,156
23380,138
